names,scores,logfoldchanges,pvals,pvals_adj
SIPA1L3,-0.7153492,,0.4743933136081818,1.0
ZBTB4,-0.71606886,,0.4739488457277221,1.0
NAA50,-0.71606886,,0.4739488457277221,1.0
TNKS1BP1,-0.71606886,,0.4739488457277221,1.0
TRAK2,-0.71678853,,0.47350460683642603,1.0
RBAK-RBAKDN,-0.71678853,,0.47350460683642603,1.0
KDM5D,-0.7175082,,0.4730605970462807,1.0
DPH6,-0.7175082,,0.4730605970462807,1.0
PNO1,-0.7175082,,0.4730605970462807,1.0
TAF6L,-0.71822786,,0.472616816468978,1.0
FAM98B,-0.7189475,,0.4721732652159153,1.0
MBNL2,-0.7189475,,0.4721732652159153,1.0
ZNF600,-0.7189475,,0.4721732652159153,1.0
MAFF,-0.7189475,,0.4721732652159153,1.0
PELP1,-0.7189475,,0.4721732652159153,1.0
CPOX,-0.7196672,,0.4717299433981944,1.0
LPIN1,-0.7196672,,0.4717299433981944,1.0
IL6ST,-0.72038686,,0.4712868511266225,1.0
PIGK,-0.72038686,,0.4712868511266225,1.0
TCTN1,-0.72038686,,0.4712868511266225,1.0
MX2,-0.72038686,,0.4712868511266225,1.0
TF,-0.72038686,,0.4712868511266225,1.0
MYO1B,-0.72038686,,0.4712868511266225,1.0
USP38,-0.72038686,,0.4712868511266225,1.0
TFIP11,-0.7211065,,0.4708439885117113,1.0
ZNF785,-0.7211065,,0.4708439885117113,1.0
RHOF,-0.7218262,,0.4704013556636776,1.0
GOT1,-0.7218262,,0.4704013556636776,1.0
LAMC1,-0.7218262,,0.4704013556636776,1.0
CEP104,-0.72254586,,0.46995895269244314,1.0
NUP153,-0.7232655,,0.4695167797076343,1.0
AFAP1L1,-0.7232655,,0.4695167797076343,1.0
RPS6KA2,-0.7232655,,0.4695167797076343,1.0
C1QB,-0.7232655,,0.4695167797076343,1.0
U2AF1,-0.7232655,,0.4695167797076343,1.0
MYO7A,-0.7239852,,0.46907483681858253,1.0
NCOA5,-0.7239852,,0.46907483681858253,1.0
TMEM185A,-0.7239852,,0.46907483681858253,1.0
TAF12,-0.7239852,,0.46907483681858253,1.0
ATM,-0.7239852,,0.46907483681858253,1.0
RBM25,-0.72470486,,0.468633124134324,1.0
GMCL1,-0.72470486,,0.468633124134324,1.0
AP006222.2,-0.72470486,,0.468633124134324,1.0
SMIM7,-0.72470486,,0.468633124134324,1.0
FAM92A1,-0.72470486,,0.468633124134324,1.0
ARHGAP5,-0.7254245,,0.4681916417635996,1.0
TSEN54,-0.7261442,,0.4677503898148554,1.0
SMG5,-0.72686386,,0.4673093683962416,1.0
TIMM10,-0.7275835,,0.46686857761561384,1.0
ACAA1,-0.7275835,,0.46686857761561384,1.0
PPA2,-0.7275835,,0.46686857761561384,1.0
NAGLU,-0.7283032,,0.4664280175805319,1.0
HEPH,-0.7283032,,0.4664280175805319,1.0
RPRD2,-0.72902286,,0.46598768839826077,1.0
LDB2,-0.72902286,,0.46598768839826077,1.0
RFTN1,-0.72902286,,0.46598768839826077,1.0
UBE2Q2,-0.72902286,,0.46598768839826077,1.0
GANC,-0.72902286,,0.46598768839826077,1.0
TMCC1,-0.7304622,,0.4651077230197338,1.0
FAM98A,-0.7304622,,0.4651077230197338,1.0
DIS3L2,-0.73118186,,0.4646680870365314,1.0
RASA2,-0.73118186,,0.4646680870365314,1.0
G2E3,-0.73118186,,0.4646680870365314,1.0
FBXL3,-0.73118186,,0.4646680870365314,1.0
DHPS,-0.73118186,,0.4646680870365314,1.0
SSBP1,-0.7319015,,0.464228682332246,1.0
NRAS,-0.7326212,,0.4637895090126666,1.0
THAP6,-0.73334086,,0.4633505671832857,1.0
SPG7,-0.73334086,,0.4633505671832857,1.0
STX7,-0.73334086,,0.4633505671832857,1.0
WDR20,-0.73334086,,0.4633505671832857,1.0
PIP4K2A,-0.73334086,,0.4633505671832857,1.0
ROBO3,-0.73334086,,0.4633505671832857,1.0
XPO1,-0.7347802,,0.46247337841561553,1.0
PHLDA3,-0.7347802,,0.46247337841561553,1.0
CDK17,-0.7347802,,0.46247337841561553,1.0
CAPN7,-0.73549986,,0.46203513168683574,1.0
HMGB2,-0.73549986,,0.46203513168683574,1.0
GCLM,-0.73549986,,0.46203513168683574,1.0
GAS6,-0.7362195,,0.46159711686727334,1.0
PAIP1,-0.7362195,,0.46159711686727334,1.0
JMJD1C,-0.7369392,,0.4611593340609449,1.0
CDC123,-0.73765886,,0.4607217833715712,1.0
ORM1,-0.7383785,,0.4602844649025779,1.0
USP22,-0.7383785,,0.4602844649025779,1.0
C17orf49,-0.7383785,,0.4602844649025779,1.0
NEIL1,-0.7383785,,0.4602844649025779,1.0
KIF1C,-0.7390982,,0.459847378757095,1.0
GGCX,-0.7412572,,0.4585375152885821,1.0
PIGT,-0.74197686,,0.4581013594625365,1.0
HNRNPD,-0.7426965,,0.45766543647122215,1.0
RELA,-0.7426965,,0.45766543647122215,1.0
CCDC43,-0.74413586,,0.45679428939792277,1.0
MED1,-0.74413586,,0.45679428939792277,1.0
NDUFA5,-0.74413586,,0.45679428939792277,1.0
POLR2B,-0.74413586,,0.45679428939792277,1.0
CHID1,-0.7448555,,0.4563590655177677,1.0
YWHAB,-0.7448555,,0.4563590655177677,1.0
ZSWIM4,-0.7448555,,0.4563590655177677,1.0
FAM171A1,-0.74629486,,0.45548931757280586,1.0
HDAC1,-0.74629486,,0.45548931757280586,1.0
NMNAT2,-0.74629486,,0.45548931757280586,1.0
HNRNPF,-0.74629486,,0.45548931757280586,1.0
AHDC1,-0.74629486,,0.45548931757280586,1.0
WDR1,-0.74629486,,0.45548931757280586,1.0
ZDHHC17,-0.7470145,,0.45505479370805657,1.0
CTR9,-0.7470145,,0.45505479370805657,1.0
TCF7L2,-0.74845386,,0.45418644669194974,1.0
SLC38A7,-0.7491735,,0.45375262373887737,1.0
KIAA0907,-0.7491735,,0.45375262373887737,1.0
TNRC6C,-0.7498932,,0.4533190346208239,1.0
MIB1,-0.7498932,,0.4533190346208239,1.0
TALDO1,-0.75061285,,0.4528856794361932,1.0
AMFR,-0.75061285,,0.4528856794361932,1.0
CTTN,-0.75061285,,0.4528856794361932,1.0
NFYC,-0.75061285,,0.4528856794361932,1.0
LRRN2,-0.75061285,,0.4528856794361932,1.0
RBM7,-0.75061285,,0.4528856794361932,1.0
ADAM10,-0.75277185,,0.45158701846245153,1.0
TMEM19,-0.75277185,,0.45158701846245153,1.0
GANAB,-0.7534915,,0.4511545999896486,1.0
DDX49,-0.7534915,,0.4511545999896486,1.0
SMS,-0.7534915,,0.4511545999896486,1.0
AIMP1,-0.7534915,,0.4511545999896486,1.0
UQCR10,-0.7534915,,0.4511545999896486,1.0
C7orf26,-0.75493085,,0.4502904664037175,1.0
CAMK2G,-0.75493085,,0.4502904664037175,1.0
CECR5,-0.75493085,,0.4502904664037175,1.0
PSMA6,-0.7563702,,0.4494272712734252,1.0
SOCS3,-0.7563702,,0.4494272712734252,1.0
SRGAP1,-0.7563702,,0.4494272712734252,1.0
MRPL19,-0.7563702,,0.4494272712734252,1.0
DCTD,-0.7578095,,0.44856501536592486,1.0
DNTTIP2,-0.7578095,,0.44856501536592486,1.0
PIR,-0.7585292,,0.4481342398591651,1.0
PPP1R15A,-0.75924885,,0.44770369944364474,1.0
ARMCX3,-0.75924885,,0.44770369944364474,1.0
SNX4,-0.75924885,,0.44770369944364474,1.0
PKD1,-0.75924885,,0.44770369944364474,1.0
PDE7B,-0.75924885,,0.44770369944364474,1.0
SREBF2,-0.75924885,,0.44770369944364474,1.0
MAEA,-0.7599685,,0.44727339421392964,1.0
TACO1,-0.7599685,,0.44727339421392964,1.0
COX17,-0.7599685,,0.44727339421392964,1.0
TOM1,-0.7606882,,0.44684332426428996,1.0
C18orf8,-0.7606882,,0.44684332426428996,1.0
RRS1,-0.7606882,,0.44684332426428996,1.0
XPOT,-0.7621275,,0.44598389058084187,1.0
GPATCH2,-0.7628472,,0.44555452703409837,1.0
NDUFA9,-0.7628472,,0.44555452703409837,1.0
PEF1,-0.76356685,,0.4451253991415597,1.0
HDLBP,-0.76356685,,0.4451253991415597,1.0
RASA1,-0.76356685,,0.4451253991415597,1.0
FAM188A,-0.76356685,,0.4451253991415597,1.0
TM4SF4,-0.7650062,,0.44426785068997987,1.0
ARFIP2,-0.7664455,,0.443411245964917,1.0
NFKB2,-0.7664455,,0.443411245964917,1.0
TGFBI,-0.7664455,,0.443411245964917,1.0
SP140L,-0.7671652,,0.44298329772941814,1.0
CERS6,-0.76788485,,0.44255558570046505,1.0
FLYWCH2,-0.77004385,,0.4412738677616461,1.0
YIPF4,-0.77004385,,0.4412738677616461,1.0
NPHP3,-0.7707635,,0.4408471014661671,1.0
ARRDC4,-0.7707635,,0.4408471014661671,1.0
LRP10,-0.7707635,,0.4408471014661671,1.0
ERC1,-0.7707635,,0.4408471014661671,1.0
ZNHIT6,-0.7707635,,0.4408471014661671,1.0
DDX3X,-0.7714832,,0.44042057182940486,1.0
CHCHD4,-0.77220285,,0.4399942789409089,1.0
PRRC2B,-0.77220285,,0.4399942789409089,1.0
IFI44L,-0.7736422,,0.4391424037654388,1.0
ATF2,-0.7736422,,0.4391424037654388,1.0
TGFBR3,-0.7736422,,0.4391424037654388,1.0
TCEA2,-0.7736422,,0.4391424037654388,1.0
TRIM41,-0.7750815,,0.43829147665025536,1.0
EVA1C,-0.7750815,,0.43829147665025536,1.0
GSTA4,-0.7758012,,0.43786636883601215,1.0
ME2,-0.7765209,,0.4374414983011403,1.0
CYB5D2,-0.7765209,,0.4374414983011403,1.0
BTN3A3,-0.7765209,,0.4374414983011403,1.0
CCAR2,-0.7765209,,0.4374414983011403,1.0
MYL9,-0.7765209,,0.4374414983011403,1.0
SLC27A1,-0.7765209,,0.4374414983011403,1.0
BRAP,-0.7765209,,0.4374414983011403,1.0
SF3A3,-0.7765209,,0.4374414983011403,1.0
SPIDR,-0.77796024,,0.4365924694191601,1.0
TRAK1,-0.7793996,,0.4357443907006654,1.0
CEP70,-0.7793996,,0.4357443907006654,1.0
RGL1,-0.7793996,,0.4357443907006654,1.0
FAM200A,-0.7793996,,0.4357443907006654,1.0
PSMD14,-0.78011924,,0.43532070786904586,1.0
ABLIM3,-0.7808389,,0.4348972628372937,1.0
AKAP8,-0.7808389,,0.4348972628372937,1.0
UFSP2,-0.7808389,,0.4348972628372937,1.0
ABCC1,-0.7808389,,0.4348972628372937,1.0
AHCY,-0.7808389,,0.4348972628372937,1.0
ARID3A,-0.78227824,,0.4340510865159689,1.0
ZNF346,-0.7837176,,0.43320586241890346,1.0
RSAD1,-0.7837176,,0.43320586241890346,1.0
TCAIM,-0.7837176,,0.43320586241890346,1.0
FCN2,-0.7837176,,0.43320586241890346,1.0
PTGER4,-0.7837176,,0.43320586241890346,1.0
BCL3,-0.7837176,,0.43320586241890346,1.0
CD160,-0.7837176,,0.43320586241890346,1.0
TM9SF3,-0.7837176,,0.43320586241890346,1.0
HOPX,-0.7837176,,0.43320586241890346,1.0
PPP2R1A,-0.7837176,,0.43320586241890346,1.0
KCNN1,-0.7837176,,0.43320586241890346,1.0
CYP2E1,-0.7837176,,0.43320586241890346,1.0
PIBF1,-0.7851569,,0.43236159122359874,1.0
FBXL4,-0.7851569,,0.43236159122359874,1.0
APOB,-0.7851569,,0.43236159122359874,1.0
EHMT1,-0.7851569,,0.43236159122359874,1.0
HLA-DQA1,-0.7851569,,0.43236159122359874,1.0
CTD-2292M16.8,-0.7851569,,0.43236159122359874,1.0
RAB2B,-0.7851569,,0.43236159122359874,1.0
TRBC1,-0.7851569,,0.43236159122359874,1.0
LAG3,-0.7851569,,0.43236159122359874,1.0
MRPL18,-0.7858766,,0.43193981317453767,1.0
CARD10,-0.7858766,,0.43193981317453767,1.0
TOM1L2,-0.7858766,,0.43193981317453767,1.0
PRCC,-0.78659624,,0.4315182736028458,1.0
COG1,-0.78659624,,0.4315182736028458,1.0
HSDL1,-0.78659624,,0.4315182736028458,1.0
TRAF3IP3,-0.78659624,,0.4315182736028458,1.0
DENND4B,-0.78659624,,0.4315182736028458,1.0
EEF2KMT,-0.78659624,,0.4315182736028458,1.0
PAQR8,-0.78659624,,0.4315182736028458,1.0
IGHG4,-0.78659624,,0.4315182736028458,1.0
SFRP1,-0.7873159,,0.4310969725918862,1.0
NR1D1,-0.7880356,,0.43067591022472806,1.0
AMN1,-0.7880356,,0.43067591022472806,1.0
NLRC5,-0.7880356,,0.43067591022472806,1.0
RNF168,-0.7880356,,0.43067591022472806,1.0
TECPR1,-0.7880356,,0.43067591022472806,1.0
CBX4,-0.7880356,,0.43067591022472806,1.0
TFG,-0.78875524,,0.4302550865841459,1.0
CYB561A3,-0.7894749,,0.4298345017526206,1.0
C9orf69,-0.7894749,,0.4298345017526206,1.0
CLEC2B,-0.7894749,,0.4298345017526206,1.0
AKAP10,-0.7894749,,0.4298345017526206,1.0
IL7R,-0.7894749,,0.4298345017526206,1.0
ABR,-0.7894749,,0.4298345017526206,1.0
THAP1,-0.7894749,,0.4298345017526206,1.0
HOXB3,-0.7894749,,0.4298345017526206,1.0
FARS2,-0.7894749,,0.4298345017526206,1.0
CTAGE5,-0.7894749,,0.4298345017526206,1.0
C18orf32,-0.7901946,,0.42941415581233866,1.0
MTIF2,-0.79091424,,0.42899404884519265,1.0
KPNA5,-0.79091424,,0.42899404884519265,1.0
GSK3B,-0.79091424,,0.42899404884519265,1.0
PP7080,-0.79091424,,0.42899404884519265,1.0
RRP15,-0.79091424,,0.42899404884519265,1.0
NR4A1,-0.79091424,,0.42899404884519265,1.0
AKAP17A,-0.79091424,,0.42899404884519265,1.0
LINC01117,-0.79091424,,0.42899404884519265,1.0
TFE3,-0.79091424,,0.42899404884519265,1.0
CXCL16,-0.7923536,,0.4281545521564081,1.0
XXbac-BPGBPG55C20.2,-0.7923536,,0.4281545521564081,1.0
THAP9-AS1,-0.7923536,,0.4281545521564081,1.0
STAM2,-0.79307324,,0.42773516259708466,1.0
RICTOR,-0.79307324,,0.42773516259708466,1.0
RASAL3,-0.7937929,,0.4273160123355272,1.0
TAF2,-0.7937929,,0.4273160123355272,1.0
HERC6,-0.7937929,,0.4273160123355272,1.0
NAA60,-0.7937929,,0.4273160123355272,1.0
EMG1,-0.79451257,,0.42689710145215864,1.0
KBTBD7,-0.79523224,,0.42647843002710806,1.0
TMED1,-0.79523224,,0.42647843002710806,1.0
TRIM5,-0.79523224,,0.42647843002710806,1.0
ABHD17A,-0.79523224,,0.42647843002710806,1.0
ATG14,-0.79523224,,0.42647843002710806,1.0
GOLGA8B,-0.79523224,,0.42647843002710806,1.0
CHST14,-0.79523224,,0.42647843002710806,1.0
SPOP,-0.79667157,,0.4256418058710072,1.0
ZDHHC6,-0.79667157,,0.4256418058710072,1.0
FAM49B,-0.79667157,,0.4256418058710072,1.0
FAM177A1,-0.79667157,,0.4256418058710072,1.0
SLC12A2,-0.79667157,,0.4256418058710072,1.0
F2RL3,-0.79667157,,0.4256418058710072,1.0
RNF216,-0.7981109,,0.42480614050238186,1.0
KPNA6,-0.7981109,,0.42480614050238186,1.0
NT5C,-0.79955024,,0.42397143455169106,1.0
AK3,-0.79955024,,0.42397143455169106,1.0
MAPKAPK5-AS1,-0.80098957,,0.42313768864469703,1.0
AGO3,-0.80098957,,0.42313768864469703,1.0
ACOT7,-0.80098957,,0.42313768864469703,1.0
CYP46A1,-0.80098957,,0.42313768864469703,1.0
ESF1,-0.80098957,,0.42313768864469703,1.0
CYP3A5,-0.80098957,,0.42313768864469703,1.0
ARHGAP1,-0.80098957,,0.42313768864469703,1.0
TBCK,-0.80098957,,0.42313768864469703,1.0
MED8,-0.8024289,,0.4223049034024664,1.0
TRIM38,-0.80314857,,0.4218888712234371,1.0
OSBPL2,-0.80386823,,0.42147307944137247,1.0
BLOC1S2,-0.80386823,,0.42147307944137247,1.0
FAM195B,-0.8045879,,0.4210575281325851,1.0
SLC4A1AP,-0.80530757,,0.42064221737309615,1.0
RABL3,-0.80530757,,0.42064221737309615,1.0
PIGH,-0.80530757,,0.42064221737309615,1.0
FAM127A,-0.80530757,,0.42064221737309615,1.0
UFM1,-0.80530757,,0.42064221737309615,1.0
KAT5,-0.80530757,,0.42064221737309615,1.0
HGS,-0.80602723,,0.42022714723863264,1.0
POLR2H,-0.80602723,,0.42022714723863264,1.0
GLOD4,-0.80602723,,0.42022714723863264,1.0
MAGT1,-0.8067469,,0.4198123178046287,1.0
DCAF6,-0.8067469,,0.4198123178046287,1.0
WDR45B,-0.80818623,,0.41898338133827107,1.0
RRP1,-0.80818623,,0.41898338133827107,1.0
CD7,-0.80818623,,0.41898338133827107,1.0
SLC38A10,-0.80818623,,0.41898338133827107,1.0
FAM214A,-0.80818623,,0.41898338133827107,1.0
RBM12B,-0.80962557,,0.4181554085716386,1.0
BLOC1S1,-0.80962557,,0.4181554085716386,1.0
NIPAL2,-0.80962557,,0.4181554085716386,1.0
MEGF6,-0.81250423,,0.416502356504581,1.0
SNRPB,-0.81250423,,0.416502356504581,1.0
INTS3,-0.81250423,,0.416502356504581,1.0
LRRC58,-0.8132239,,0.41608969672092544,1.0
PFDN2,-0.8132239,,0.41608969672092544,1.0
DNASE1,-0.81394356,,0.41567727837596524,1.0
ATP2C1,-0.81466323,,0.4152651015419153,1.0
SSH1,-0.8153829,,0.4148531662906969,1.0
C22orf29,-0.8153829,,0.4148531662906969,1.0
USP10,-0.81682223,,0.41403002082298135,1.0
DLG1,-0.81682223,,0.41403002082298135,1.0
PEX2,-0.81826156,,0.413207842542348,1.0
PPM1B,-0.81826156,,0.413207842542348,1.0
MAZ,-0.81826156,,0.413207842542348,1.0
TRIM4,-0.81898123,,0.4127971162738868,1.0
SOCS4,-0.8197009,,0.4123866320136521,1.0
LRP6,-0.8197009,,0.4123866320136521,1.0
WDR77,-0.8211402,,0.4115663897970767,1.0
CMC1,-0.8211402,,0.4115663897970767,1.0
SMUG1,-0.8211402,,0.4115663897970767,1.0
CEP68,-0.8218599,,0.4111566319796143,1.0
P3H2,-0.8218599,,0.4111566319796143,1.0
NREP,-0.82257956,,0.41074711644813444,1.0
YEATS4,-0.82257956,,0.41074711644813444,1.0
KMT2A,-0.82257956,,0.41074711644813444,1.0
HSPA12B,-0.8232992,,0.4103378432713469,1.0
MXD4,-0.8240189,,0.40992881251767,1.0
TAF10,-0.82473856,,0.4095200242552297,1.0
BTBD10,-0.8254582,,0.4091114785518617,1.0
VAMP4,-0.8254582,,0.4091114785518617,1.0
BUD31,-0.8261779,,0.40870317547510904,1.0
PRRC2A,-0.8261779,,0.40870317547510904,1.0
KIAA1462,-0.82689756,,0.4082951150922244,1.0
MAT2B,-0.82689756,,0.4082951150922244,1.0
CMTM3,-0.82689756,,0.4082951150922244,1.0
GTPBP1,-0.8283369,,0.4074797226756104,1.0
IFIT3,-0.8283369,,0.4074797226756104,1.0
TRNT1,-0.82905656,,0.4070723907749296,1.0
EXOC5,-0.8297762,,0.40666530183421334,1.0
TMEM192,-0.8297762,,0.40666530183421334,1.0
VEZT,-0.8297762,,0.40666530183421334,1.0
ETNK1,-0.83121556,,0.4058518530955689,1.0
RIF1,-0.8319352,,0.4054454934283611,1.0
ALDH7A1,-0.8340942,,0.4042278740134092,1.0
SERINC1,-0.8340942,,0.4042278740134092,1.0
PTCD3,-0.8340942,,0.4042278740134092,1.0
AKAP11,-0.8348139,,0.4038224876184575,1.0
ARV1,-0.83553356,,0.40341734470169954,1.0
SCAI,-0.83553356,,0.40341734470169954,1.0
RBL2,-0.8369729,,0.40260778955635934,1.0
RIOK3,-0.8369729,,0.40260778955635934,1.0
ZNF639,-0.8369729,,0.40260778955635934,1.0
STX8,-0.83769256,,0.40220337745384793,1.0
CNN3,-0.8384122,,0.4017992090816723,1.0
GSS,-0.8384122,,0.4017992090816723,1.0
SNX6,-0.83913195,,0.4013952845021431,1.0
TARSL2,-0.83913195,,0.4013952845021431,1.0
HCFC1R1,-0.8398516,,0.40099160377728005,1.0
ATG7,-0.8398516,,0.40099160377728005,1.0
TAF7,-0.8405713,,0.40058816696881305,1.0
OLFM1,-0.84129095,,0.40018497413818244,1.0
NMI,-0.84129095,,0.40018497413818244,1.0
MTA3,-0.8427303,,0.39937932065474224,1.0
CSRP1,-0.8427303,,0.39937932065474224,1.0
ANKIB1,-0.8427303,,0.39937932065474224,1.0
URI1,-0.8441696,,0.39857464381268615,1.0
PPP1R13L,-0.8441696,,0.39857464381268615,1.0
HSP90AA1,-0.8441696,,0.39857464381268615,1.0
NEIL2,-0.8448893,,0.39817267178269966,1.0
ZFP36L2,-0.84560895,,0.39777094409310787,1.0
NPLOC4,-0.84560895,,0.39777094409310787,1.0
HSDL2,-0.84560895,,0.39777094409310787,1.0
IKBKG,-0.84560895,,0.39777094409310787,1.0
CTSO,-0.84560895,,0.39777094409310787,1.0
MAN1B1,-0.8463286,,0.3973694608033236,1.0
RALGDS,-0.8470483,,0.39696822197247106,1.0
MGLL,-0.8470483,,0.39696822197247106,1.0
GABPA,-0.8470483,,0.39696822197247106,1.0
GBP3,-0.8470483,,0.39696822197247106,1.0
GORASP2,-0.84776795,,0.3965672276593851,1.0
FKBP1A,-0.8484876,,0.3961664779226116,1.0
FAM120A,-0.8484876,,0.3961664779226116,1.0
CCNI,-0.8484876,,0.3961664779226116,1.0
COG2,-0.8484876,,0.3961664779226116,1.0
ELP6,-0.8484876,,0.3961664779226116,1.0
GPCPD1,-0.8484876,,0.3961664779226116,1.0
ZNF44,-0.84992695,,0.39536571241074037,1.0
RP11-1094M14.11,-0.84992695,,0.39536571241074037,1.0
AC009948.5,-0.84992695,,0.39536571241074037,1.0
PUSL1,-0.84992695,,0.39536571241074037,1.0
REXO4,-0.84992695,,0.39536571241074037,1.0
CXXC5,-0.84992695,,0.39536571241074037,1.0
HNRNPLL,-0.8506466,,0.39496569675129,1.0
TCN2,-0.8506466,,0.39496569675129,1.0
HSPA13,-0.8513663,,0.3945659258994464,1.0
IFI6,-0.85208595,,0.3941663999123117,1.0
IRF7,-0.85208595,,0.3941663999123117,1.0
CLEC4G,-0.8528056,,0.3937671188466989,1.0
RAB3GAP2,-0.8535253,,0.39336808275913315,1.0
NRDC,-0.8535253,,0.39336808275913315,1.0
ARIH2,-0.8535253,,0.39336808275913315,1.0
GNB5,-0.85424495,,0.3929692917058505,1.0
LSM1,-0.85424495,,0.3929692917058505,1.0
CHMP1B,-0.85424495,,0.3929692917058505,1.0
NID2,-0.8549646,,0.3925707457427996,1.0
KIAA0196,-0.8549646,,0.3925707457427996,1.0
XCL2,-0.8549646,,0.3925707457427996,1.0
TSPAN10,-0.8549646,,0.3925707457427996,1.0
RP11-11N9.4,-0.8549646,,0.3925707457427996,1.0
IFFO1,-0.8549646,,0.3925707457427996,1.0
CELF4,-0.8549646,,0.3925707457427996,1.0
IFNGR2,-0.8549646,,0.3925707457427996,1.0
PARP8,-0.8549646,,0.3925707457427996,1.0
CLDN4,-0.8549646,,0.3925707457427996,1.0
GATB,-0.8549646,,0.3925707457427996,1.0
LZTFL1,-0.8556843,,0.3921724449256403,1.0
PRR5L,-0.8556843,,0.3921724449256403,1.0
AP2A1,-0.8556843,,0.3921724449256403,1.0
ITPRIP,-0.85640395,,0.3917743893097446,1.0
THADA,-0.85640395,,0.3917743893097446,1.0
FAM160B1,-0.85640395,,0.3917743893097446,1.0
TMEM134,-0.8571236,,0.3913765789501964,1.0
PPL,-0.8571236,,0.3913765789501964,1.0
DENND5A,-0.8571236,,0.3913765789501964,1.0
PLRG1,-0.8571236,,0.3913765789501964,1.0
NAA25,-0.8578433,,0.39097901390179157,1.0
FGG,-0.85856295,,0.39058169421903854,1.0
TRAPPC12,-0.85856295,,0.39058169421903854,1.0
CPVL,-0.85856295,,0.39058169421903854,1.0
SRM,-0.8592826,,0.39018461995615783,1.0
EDRF1,-0.8600023,,0.3897877911670822,1.0
C1orf132,-0.86072195,,0.3893912079054569,1.0
EYA3,-0.8614416,,0.3889948702246401,1.0
RP11-65I12.1,-0.8614416,,0.3889948702246401,1.0
ZNF248,-0.8614416,,0.3889948702246401,1.0
TYW5,-0.8614416,,0.3889948702246401,1.0
HLA-DQB1,-0.8614416,,0.3889948702246401,1.0
PARP10,-0.8614416,,0.3889948702246401,1.0
PPIP5K2,-0.8621613,,0.38859877817770183,1.0
TLDC1,-0.86288095,,0.38820293181742604,1.0
BCKDHB,-0.86288095,,0.38820293181742604,1.0
RUFY3,-0.86288095,,0.38820293181742604,1.0
TRIL,-0.86288095,,0.38820293181742604,1.0
SCRIB,-0.86288095,,0.38820293181742604,1.0
METTL10,-0.86288095,,0.38820293181742604,1.0
ANXA6,-0.86288095,,0.38820293181742604,1.0
AEN,-0.8636006,,0.3878073311963084,1.0
KCTD9,-0.8636006,,0.3878073311963084,1.0
ZC3H7B,-0.8636006,,0.3878073311963084,1.0
NABP2,-0.8636006,,0.3878073311963084,1.0
BMP2K,-0.8636006,,0.3878073311963084,1.0
C12orf76,-0.8636006,,0.3878073311963084,1.0
PLD3,-0.8636006,,0.3878073311963084,1.0
KIAA1919,-0.8636006,,0.3878073311963084,1.0
MOV10,-0.8636006,,0.3878073311963084,1.0
TBC1D9,-0.8643203,,0.3874119763665581,1.0
CPNE8,-0.8643203,,0.3874119763665581,1.0
CLASP2,-0.86503994,,0.38701686738009744,1.0
MZT2B,-0.8657596,,0.3866220042885615,1.0
C15orf39,-0.8679186,,0.38543889089555383,1.0
DYX1C1,-0.8679186,,0.38543889089555383,1.0
LINC00662,-0.8686383,,0.3850450118943358,1.0
FGA,-0.8686383,,0.3850450118943358,1.0
HIST1H1C,-0.8686383,,0.3850450118943358,1.0
SAMHD1,-0.86935794,,0.38465137904191926,1.0
TPCN1,-0.86935794,,0.38465137904191926,1.0
RNF112,-0.8700776,,0.38425799238822045,1.0
DNAAF5,-0.8700776,,0.38425799238822045,1.0
DAP3,-0.8700776,,0.38425799238822045,1.0
PELO,-0.8707973,,0.38386485198286957,1.0
CCDC28B,-0.8707973,,0.38386485198286957,1.0
EIF4A1,-0.8707973,,0.38386485198286957,1.0
MRPL42,-0.87151694,,0.38347195787521027,1.0
COLGALT1,-0.87151694,,0.38347195787521027,1.0
VPS33A,-0.8722366,,0.38307931011430074,1.0
SCN9A,-0.8722366,,0.38307931011430074,1.0
TULP3,-0.87367594,,0.38229475382753375,1.0
ZNF429,-0.87367594,,0.38229475382753375,1.0
COMMD10,-0.8743956,,0.38190284539836317,1.0
RTCA,-0.8743956,,0.38190284539836317,1.0
CD3D,-0.8743956,,0.38190284539836317,1.0
MED11,-0.8751153,,0.3815111835093168,1.0
KIF5B,-0.87583494,,0.3811197682080243,1.0
NBEAL1,-0.87583494,,0.3811197682080243,1.0
XPNPEP3,-0.8765546,,0.38072859954183,1.0
VDAC1,-0.87799394,,0.3799470023026882,1.0
RARS,-0.87799394,,0.3799470023026882,1.0
FXR1,-0.8787136,,0.3795565738230038,1.0
PLEC,-0.8787136,,0.3795565738230038,1.0
FBXO18,-0.88015294,,0.37877645737442844,1.0
SEC23A,-0.88015294,,0.37877645737442844,1.0
CREB1,-0.88015294,,0.37877645737442844,1.0
MPPE1,-0.88015294,,0.37877645737442844,1.0
PRPF38B,-0.8808726,,0.3783867694970916,1.0
CUL4A,-0.88231194,,0.3776081346630701,1.0
TCEB2,-0.88231194,,0.3776081346630701,1.0
RBM17,-0.8830316,,0.3772191877962324,1.0
ADPGK,-0.8830316,,0.3772191877962324,1.0
C21orf2,-0.8830316,,0.3772191877962324,1.0
MRPS5,-0.8837513,,0.3768304880222676,1.0
XRRA1,-0.8837513,,0.3768304880222676,1.0
GLUD1,-0.8837513,,0.3768304880222676,1.0
GOT2,-0.88447094,,0.37644203538538845,1.0
